Registry_ID,Site name,Seed URL,Business area 1,Business area 2,Type,Owner,Description,URL status,Redirects to,Preservation status,ACT ID,AWS ID,Accession no,Crawl start date,Crawl frequency,Crawl depth,Licence Status,Notes
WAR253,"E-learning and Digital Cultures 2011 | University of Edinburgh, The",http://edc11.education.ed.ac.uk/,CAHSS,Education,Research activity,Sian Bayne; Jen Ross,Blog of the MSc E-Learning and Digital Cultures course.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR254,"E-learning and Digital Cultures 2013 | University of Edinburgh, The",http://edc13.education.ed.ac.uk/,CAHSS,Education,Research activity,Sian Bayne; Jen Ross,Blog of the MSc E-Learning and Digital Cultures course.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR255,"SOCRMx News | University of Edinburgh, The",http://socrmx.education.ed.ac.uk/,CAHSS,Education,Research activity,Rory Ewins,Blog aggregator for the Introduction to Social Research Methods MOOC from the University of Edinburgh on the edX platform.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR256,"Doing Engineering | University of Edinburgh, The",http://www.doingeng.sps.ed.ac.uk/,CAHSS,Social & Political Sciences,Research activity,Pablo Schyfter,"Workshop that set out 'to find diverse and enlightening ways to approach and answer the question, ‘what is engineering?'. The workshop and site were part of the Engineering Life project at the University of Edinburgh.  ",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR257,Ideas in Cyberspace Education (ICE) 3: Digital Difference,http://www.ice3.education.ed.ac.uk/,CAHSS,Education,Research activity,Sian Bayne; Jen Ross,2007 symposium exploring digital learning environments that was jointly organised by the University of Strathclyde and the University of Edinburgh.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR258,"Marian Exiles | University of Edinburgh, The",http://www.marianexile.div.ed.ac.uk/,CAHSS,Divinity,Research activity,Jane Dawson,"Transcriptions and translations of letters and papers relating to the Protestant exiles who fled to Europe during the reign of Queen Mary Tudor (1553-8), compiled by Dr Jane Dawson.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR259,"Student writing: innovative online strategies for assessment and feedback | University of Edinburgh, The",http://www.swop.education.ed.ac.uk/,CAHSS,Education,Research activity,Jen Ross,The SWOP project was established to examine the University of Edinburgh's MSc in E-Learning course and explore how the programme's insights into assessment and feedback on digital writing assignments could be more widely applied in online and distance learning.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR260,"Theology and Therapy | University of Edinburgh, The",http://www.theologyandtherapy.div.ed.ac.uk/,CAHSS,Divinity,Research activity,Liz Bondi,"Project seeking to 'understand the ways in which psychotherapy, Christianity and a new language of ""spirituality"" intertwined in the period after 1945, focusing primarily on Scotland, but also drawing out connections to developments elsewhere in the UK'. ",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR261,"Wode Psalter | University of Edinburgh, The",http://www.wode.div.ed.ac.uk/,CAHSS,Divinity,Research activity,Jane Dawson,A 2008-2011 AHRC-funded project to bring together the eight surviving Part-books that comprise the Wode Psalter. The project culminated in an exhibition titled 'Singing the Reformation at the 2011 Edinburgh Festival.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR262,"After Money | University of Edinburgh, The",https://aftermoney.design/,CAHSS,ECA,Research activity,Evan Morgan,ESRC-funded research project lead by researchers in Design Informatics at the University of Edinburgh that aimed to introduce the underlying principles of blockchain technology to audiences that would otherwise not be consulted on the development of new currencies.,Extinct,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - manual,
WAR263,"Careers Service | University of Edinburgh, The",https://careers.ed.ac.uk/,USG,Student Experience Services,Service,,,Active,,Active UKWA crawl,,253085,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR264,"Art and the Sacred - a study of spiritual experiences | University of Edinburgh, The",https://art-and-the-sacred.div.ed.ac.uk/,CAHSS,Divinity,Research activity,Caleb Froehlich,Project exploring links between arts and understanding of spiritual reality.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR265,"Beyond the Black Box - Resources for digital literary studies | University of Edinburgh, The",https://blackbox.llc.ed.ac.uk/,CAHSS,LLC,Research activity,Anouk Lang,"A collection of digital humanities learning resources designed for those in literary studies and related fields, deriving from workshops originally delivered at the University of Edinburgh in January to May 2017.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR266,"BlockExchange - Explore the future of value beyond money | University of Edinburgh, The",https://blockexchange.designinformatics.org/,CAHSS,ECA,Research activity,Shaune Oosterhuizen,Workshop activity resource that uses Lego to simulate the Blockchain and 'open minds to the future possibilities of value exchange'.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - manual,
WAR267,"Clayoquot Lives: An Ecofeminist Story Web | University of Edinburgh, The",https://clayoquotlives.sps.ed.ac.uk/,CAHSS,Social & Political Sciences,Research activity,Niamh Moore,"An online archive of materials related to the 1993 Peace Camp in Clayoquot Sound, Canada.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,Large quantity of sound files
WAR268,"Teaching Collections | School of History, Classics and Archaeology | University of Edinburgh, The",https://collections.shca.ed.ac.uk/,CAHSS,HCA,Research activity,Ian Chard,"Digital facsimilies of collection items used in teaching by the School of History, Classics and Archaeology at the University of Edinburgh.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR269,Community Hacking,https://communityhacking.org/,CAHSS,ECA,Research activity,Chris Speed,Blog of a project entitled 'Community Web2.0: creative control through hacking' that sought to explore 'whether concepts and vocabularies emerging in relation to the Internet could usefully be applied to understandings of off-line contemporary relations and practices'.,Extinct,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - manual,
WAR270,"Creative Informatics | University of Edinburgh, The",https://creativeinformatics.org/,CAHSS,ECA,Research activity,Nicola Osborne,"A research and development programme based in Edinburgh which ran from 2018-2024. It provided funding and development opportunities to creative individuals and organisations working in Edinburgh and Southeast Scotland to develop new products, businesses and experiences using data and data-driven technology.",Active,,Active UKWA crawl,85689,,,28/01/2019,Quarterly,Capped large,Umbrella - manual,
WAR271,"Digital Audio Effects Conference 2017 | University of Edinburgh, The",https://dafx17.eca.ed.ac.uk/,CAHSS,ECA,Research activity,Stefan Bilboa,The 20th International Conference on Digital Audio Effects was held in Edinburgh on 5th - 9th September 2017 and organised by the Acoustics and Audio Group at the University of Edinburgh.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR272,"Dimensional Apathy Scale (DAS) | University of Edinburgh, The",https://das.psy.ed.ac.uk/,CAHSS,"Philosophy, Psychology & Language Sciences",Research activity,Sharon Abrahams,"A multidimensional apathy scale for measuring 'demotivation associated with planning, organisation or attention (Executive apathy),  indifference or emotional neutrality (Emotional apathy) and self-generation of thoughts and/or actions (Initiation apathy)'.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR273,"Database of Byzantine Literati - Social networks, spacial mobility and rhetorical performatnce in Byzantium | University of Edinburgh, The",https://dbl.shca.ed.ac.uk/,CAHSS,HCA,Research activity,Lucia Michelin,"Database aiming to connect individuals, literary events and places in Byzantium. Part of the PAIXUE project.",Active,,Added to UKWA - AWS,,,261860,,Annual,Capped,Umbrella - auto,
WAR274,"Culture, Accounting and Society Research Network | University of Edinburgh, The",https://cas.business-school.ed.ac.uk/,CAHSS,Business,Research activity,,,Active,,Active UKWA crawl,,253232,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR275,Design and Digital Media | Edinburgh College of Art,https://digital.eca.ed.ac.uk/,CAHSS,ECA,Research activity,,Resources and information for Design and Digital Media students at Edinburgh College of Art.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR276,Digital Decoupage - Exploring the Edwin Morgan Scrapbooks,https://digitaldecoupage.llc.ed.ac.uk/,CAHSS,LLC,Research activity,Anouk Lang,"Contextual information for the Working From Scraps project, which developed prototypes of a digital artface to represent aspects of the Edwin Morgan scrapbooks in ways that go beyond a straightforward photographic representation of the page.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR277,"Protracted Displacement | University of Edinburgh, The",https://displacement.sps.ed.ac.uk/,CAHSS,Social & Political Sciences,Research activity,Laura Jeffery,"GCRF Protracted Displacement project that aims to help Somali and Congolese displaced people to access appropriate healthcare for chronic mental health conditions associated with protracted displacement, conflict, and sexual and gender-based violence. ",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR278,"Education and Digital Cultures 2015 - MSc in Digital Education | University of Edinburgh, The",https://edc15.education.ed.ac.uk/,CAHSS,Education,Research activity,Jen Ross,Blog of the MSc Digital Learning course.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR279,"Education and Digital Cultures 2017 - MSc in Digital Education | University of Edinburgh, The",https://edc17.education.ed.ac.uk/,CAHSS,Education,Research activity,Jen Ross,Blog of the MSc Digital Learning course.,Extinct,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR280,"Education and Digital Cultures 2018 - MSc in Digital Education | University of Edinburgh, The",https://edc18.education.ed.ac.uk/,CAHSS,Education,Research activity,Jen Ross,Blog of the MSc Digital Learning course.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR281,ESALA Climate Action | Edinburgh College of Art,https://esalaclimateaction.eca.ed.ac.uk/,CAHSS,ECA,Research activity,,"Student and staff group aiming to tackle the Climate Emergency through pedagogy, research, and community practices at the Edinburgh School of Architecture and Landscape Architecture (ESALA).",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR282,"Ethical Demands of Translating Gender-Based Violence | University of Edinburgh, The",https://ethicaltranslation.llc.ed.ac.uk/,CAHSS,LLC,Research activity,Charlotte Bosseaux,"The Ethical Translation project focused on testimonies told by women survivors whose first language is not English and by language professionals working in the GBV/trauma context. The project’s primary goals were to establish which translation methods or strategies are the most ethical when translating audiovisual personal narratives and to provide good practice guidelines for translators, translation companies, filmmakers and charities.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR283,"Edinburgh Europa Institute | University of Edinburgh, The",https://europa.sps.ed.ac.uk/,CAHSS,Social & Political Sciences,Research activity,Lucy Ewing,"The Europa Institute is a multi-disciplinary research centre within the University of Edinburgh devoted to the study of the governance, institutions, law and policies of the European Union, and of Europe more broadly.",Active,,Added to UKWA - AWS,,,,,Sixmonthly,Capped,Umbrella - auto,Captured at pre-redirect URL - ACT ID 46122
WAR284,"New College - Past, Present & Future | University of Edinburgh, The",https://exhibition.div.ed.ac.uk/,CAHSS,Divinity,School,Rory Dunlop,Exhibition commemorating 175 years of New College,Active,,Active UKWA crawl,186113,,,31/05/2023,Monthly,Capped,Umbrella - auto,
WAR285,"University Cafes and Catering | University of Edinburgh, The",https://catering.ed.ac.uk/,CSG,"Accomodation, Catering & Events",Service,,,Active,,Active UKWA crawl,,253070,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR286,Friends of Edinburgh University Visual Arts (FEUVA),https://feuva.ed.ac.uk/,CAHSS,ECA,UNKNOWN,,"Group founded in 2015 from the former Friends of the Talbot Rice Gallery whose primary aim is to support art activities at Edinburgh College of Art, the art collections of the University and the Talbot Rice Art Gallery.",Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR287,"Foundations for All Toolkit | University of Edinburgh, The",https://ffa.cahss.ed.ac.uk/,CAHSS,Education,Research activity,Jean-Benoit Falisse,Output of a project designed to provide insights on how to effectively facilitate access to and future success in higher education for displaced and refugee young people in resource-poor environments through contextualised blended bridging programs. ,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR288,"Heat and the City | University of Edinburgh, The",https://heatandthecity.org.uk/,CAHSS,Social & Political Sciences,Research activity,Jan Webb,Research team at the University of Edinburgh condicting independent research about innovative policy and practice for clean heat supply and low energy buildings,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR289,"Digital Education Hub | University of Edinburgh, The",https://hub.digital.education.ed.ac.uk/,CAHSS,Education,Research activity,Michael Gallagher,Resources and information about the MSc in Digital Education at the University of Edinburgh.,Extinct,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR290,Indigenous Cinematics in Latin America,https://indigcinematics.llc.ed.ac.uk/,CAHSS,LLC,Research activity,Charlotte Gleghorn,Project exploring  the contribution of Indigenous filmmaking to Latin American cinema.,Extinct,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR291,"Edinburgh Europa Institute | University of Edinburgh, The",http://www.europa.ed.ac.uk/,CAHSS,Social & Political Sciences,Research activity,Lucy Ewing,"The Europa Institute is a multi-disciplinary research centre within the University of Edinburgh devoted to the study of the governance, institutions, law and policies of the European Union, and of Europe more broadly.",Redirect,https://europa.sps.ed.ac.uk/,Active UKWA crawl,46122,,,11/10/2016,Quarterly,Capped,Umbrella - auto,
WAR292,"Jataka Stories | University of Edinburgh, The",https://jatakastories.div.ed.ac.uk/,CAHSS,Divinity,Research activity,Naomi Appleton,Searchable database of jātakas (stories of the Buddha’s past lives) in both textual and visual forms.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,"Database will not function in capture, but each story individually linked from Textual & Artistic sites on landing page. No sitemap. Accessiblity statement insufficiant."
